FighterId,FirstName,LastName,Nickname,WeightClass,BirthDate,Height,Weight,Reach,Wins,Losses,Draws,NoContests,TechnicalKnockouts,TechnicalKnockoutLosses,Submissions,SubmissionLosses,TitleWins,TitleLosses,TitleDraws,CareerStats.FighterId,CareerStats.FirstName,CareerStats.LastName,CareerStats.SigStrikesLandedPerMinute,CareerStats.SigStrikeAccuracy,CareerStats.TakedownAverage,CareerStats.SubmissionAverage,CareerStats.KnockoutPercentage,CareerStats.TechnicalKnockoutPercentage,CareerStats.DecisionPercentage
140000016,Karl,Roberson,Baby K,Middleweight,1990-10-04T00:00:00,73.0,185.0,74.0,9.0,4.0,0.0,0.0,5.0,0.0,10.0,10.0,0.0,0.0,0.0,140000016.0,Karl,Roberson,6.8,94.1,2.2,1.6,11.9,11.9,23.7
140000021,Yancy,Medeiros,The Kid,Lightweight,1987-09-07T00:00:00,70.0,155.0,75.5,15.0,8.0,0.0,1.0,12.0,10.0,10.0,2.0,0.0,0.0,0.0,140000021.0,Yancy,Medeiros,10.4,59.7,0.8,1.5,19.3,19.3,12.9
140000022,Gregor,Gillespie,The Gift,Lightweight,1986-11-13T00:00:00,67.0,156.0,71.0,14.0,1.0,0.0,0.0,11.0,2.0,12.0,0.0,2.0,0.0,0.0,140000022.0,Gregor,Gillespie,8.9,95.6,10.6,1.8,41.2,41.2,10.3
140000023,Greg,Hardy,Prince of War,Heavyweight,1988-07-28T00:00:00,77.0,264.0,80.5,7.0,4.0,0.0,1.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,140000023.0,Greg,Hardy,11.5,81.0,0.5,0.0,64.3,64.3,12.9
140000024,Allen,Crowder,Pretty Boy,Heavyweight,1989-11-08T00:00:00,75.0,255.0,76.5,10.0,4.0,0.0,0.0,12.0,10.0,7.0,0.0,0.0,0.0,0.0,140000024.0,Allen,Crowder,7.0,78.8,4.4,2.9,0.0,0.0,0.0
140000026,Henry,Cejudo,The Messenger,Bantamweight,1987-02-09T00:00:00,64.0,135.0,64.0,16.0,2.0,0.0,0.0,12.0,2.0,0.0,0.0,10.0,2.0,0.0,140000026.0,Henry,Cejudo,9.3,71.0,5.1,0.5,34.3,34.3,51.5
140000027,Magomed,Bibulatov,Chaborz,Flyweight,1988-08-22T00:00:00,65.0,125.0,65.5,15.0,2.0,0.0,0.0,7.0,2.0,12.0,0.0,2.0,0.0,0.0,140000027.0,Magomed,Bibulatov,8.6,90.3,6.8,0.0,0.0,0.0,14.9
140000031,Geraldo,de Freitas,The Spartan,Bantamweight,1991-09-30T00:00:00,67.0,136.0,72.0,12.0,6.0,0.0,0.0,10.0,0.0,12.0,0.0,0.0,0.0,0.0,140000031.0,Geraldo,de Freitas,8.7,91.1,7.2,0.0,0.0,0.0,13.3
140000032,Felipe,Colares,Cabocao,Bantamweight,1994-03-31T00:00:00,71.0,145.0,71.0,10.0,2.0,0.0,0.0,5.0,0.0,12.0,0.0,0.0,0.0,0.0,140000032.0,Felipe,Colares,5.1,92.3,4.8,1.8,0.0,0.0,25.7
140000033,Junior,Albini,Baby,Heavyweight,1991-03-15T00:00:00,75.0,265.0,74.0,14.0,6.0,0.0,0.0,14.0,5.0,14.0,7.0,0.0,0.0,0.0,140000033.0,Junior,Albini,9.5,90.8,3.7,0.0,11.9,11.9,0.0
140000034,Jairzinho,Rozenstruik,Bigi Boy,Heavyweight,1988-03-17T00:00:00,74.0,254.0,78.0,12.0,2.0,0.0,0.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0,140000034.0,Jairzinho,Rozenstruik,7.5,81.2,0.0,0.0,66.2,66.2,0.0
140000035,Thiago,Alves,Pitbull,Welterweight,1983-10-03T00:00:00,69.0,170.0,70.0,28.0,15.0,0.0,0.0,19.0,7.0,5.0,12.0,0.0,2.0,0.0,140000035.0,Thiago,Alves,8.9,73.4,1.7,0.7,28.4,28.4,24.4
140000036,Max,Griffin,Pain,Welterweight,1985-11-29T00:00:00,71.0,170.0,76.0,18.0,8.0,0.0,0.0,14.0,2.0,5.0,0.0,2.0,2.0,0.0,140000036.0,Max,Griffin,10.4,83.5,3.9,1.0,17.8,17.8,17.8
140000039,Markus,Perez,Maluko,Middleweight,1988-06-22T00:00:00,73.0,186.0,73.0,12.0,5.0,0.0,0.0,7.0,2.0,14.0,0.0,2.0,0.0,0.0,140000039.0,Markus,Perez,6.2,73.0,1.9,2.4,0.0,0.0,0.0
140000040,Anthony,Hernandez,Fluffy,Middleweight,1993-10-18T00:00:00,72.0,186.0,75.0,8.0,2.0,0.0,1.0,2.0,2.0,14.0,2.0,2.0,0.0,0.0,140000040.0,Anthony,Hernandez,11.7,85.9,9.0,4.5,0.0,0.0,0.0
140000044,Justin,Ledet,El Blanco,Light Heavyweight,1988-09-28T00:00:00,76.0,205.0,80.0,9.0,4.0,0.0,1.0,5.0,5.0,12.0,0.0,0.0,0.0,0.0,140000044.0,Justin,Ledet,8.0,66.0,0.5,0.5,0.0,0.0,22.1
140000045,Charles,Oliveira,do Bronx,Lightweight,1989-10-17T00:00:00,70.0,155.0,74.0,31.0,8.0,0.0,1.0,14.0,10.0,29.0,7.0,2.0,0.0,0.0,140000045.0,Charles,Oliveira,7.8,95.1,6.3,6.5,11.6,11.6,11.9
140000048,Lyman,Good,Cyborg,Welterweight,1985-05-26T00:00:00,72.0,170.0,74.0,21.0,6.0,0.0,1.0,17.0,0.0,7.0,2.0,7.0,2.0,0.0,140000048.0,Lyman,Good,12.7,75.3,0.6,0.0,16.5,16.5,0.0
140000049,Jose,Aldo,Junior,Bantamweight,1986-09-09T00:00:00,67.0,136.0,70.0,30.0,7.0,0.0,0.0,26.0,10.0,2.0,2.0,17.0,10.0,0.0,140000049.0,Jose,Aldo,8.7,76.6,1.3,0.3,45.9,45.9,37.6
140000050,Renato,Moicano,Moicano,Featherweight,1989-05-21T00:00:00,71.0,155.0,72.0,15.0,4.0,1.0,0.0,0.0,7.0,12.0,2.0,0.0,0.0,0.0,140000050.0,Renato,Moicano,12.2,77.1,4.7,1.5,0.0,0.0,23.2
140000052,Marlon,Moraes,Magic,Bantamweight,1988-04-26T00:00:00,66.0,135.0,67.0,23.0,8.0,1.0,0.0,15.0,12.0,14.0,5.0,14.0,5.0,0.0,140000052.0,Marlon,Moraes,8.1,61.7,2.4,1.0,14.9,14.9,14.9
140000053,Wuliji,Buren,Beast Master,Bantamweight,1990-03-01T00:00:00,69.0,135.0,69.0,10.0,6.0,0.0,0.0,2.0,5.0,12.0,2.0,0.0,0.0,0.0,140000053.0,Wuliji,Buren,3.9,66.0,8.1,0.9,0.0,0.0,0.0
140000054,Jonathan,Martinez,Dragon,Bantamweight,1994-04-20T00:00:00,68.0,136.0,70.0,13.0,4.0,0.0,0.0,11.0,2.0,5.0,0.0,0.0,0.0,0.0,140000054.0,Jonathan,Martinez,10.2,74.9,1.1,0.0,18.2,18.2,18.2
140000055,Callan,Potter,The Rockstar,Welterweight,1984-06-09T00:00:00,72.0,170.0,72.0,18.0,9.0,0.0,0.0,14.0,12.0,15.0,10.0,0.0,0.0,0.0,140000055.0,Callan,Potter,7.6,77.9,7.8,0.0,0.0,0.0,8.8
140000056,Jalin,Turner,The Tarantula,Lightweight,1995-05-18T00:00:00,75.0,163.0,77.0,10.0,5.0,0.0,0.0,12.0,7.0,5.0,0.0,0.0,0.0,0.0,140000056.0,Jalin,Turner,14.8,72.7,1.7,4.2,20.6,20.6,0.0
140000057,Kyung Ho,Kang,Mr. Perfect,Bantamweight,1987-09-09T00:00:00,69.0,136.0,73.0,17.0,8.0,0.0,1.0,5.0,2.0,17.0,2.0,0.0,0.0,0.0,140000057.0,Kyung Ho,Kang,6.0,98.4,6.0,2.5,0.0,0.0,17.8
140000058,Teruto,Ishihara,Yashabo,Bantamweight,1991-07-23T00:00:00,67.0,135.0,69.0,10.0,7.0,2.0,0.0,12.0,2.0,0.0,5.0,0.0,0.0,0.0,140000058.0,Teruto,Ishihara,7.8,69.0,1.2,0.0,15.4,15.4,11.9
140000059,Kai,Kara-France,Don't Blink,Flyweight,1993-03-26T00:00:00,64.0,125.0,69.0,22.0,9.0,0.0,1.0,15.0,5.0,7.0,7.0,0.0,0.0,0.0,140000059.0,Kai,Kara-France,12.0,66.8,1.3,0.0,7.5,7.5,19.3
140000061,Shane,Young,Smokin',Featherweight,1993-07-31T00:00:00,68.0,145.0,72.0,13.0,6.0,0.0,0.0,14.0,2.0,10.0,0.0,0.0,0.0,0.0,140000061.0,Shane,Young,12.4,66.0,1.9,0.0,12.5,12.5,12.5
140000062,Austin,Arnett,Golden Boy,Featherweight,1991-10-22T00:00:00,72.0,145.0,72.0,16.0,6.0,0.0,0.0,14.0,2.0,14.0,2.0,0.0,0.0,0.0,140000062.0,Austin,Arnett,10.8,63.4,1.0,0.5,0.0,0.0,10.8
140000063,Dong Hyun,Ma,Maestro,Lightweight,1988-09-09T00:00:00,71.0,155.0,70.5,16.0,11.0,3.0,0.0,11.0,10.0,12.0,5.0,0.0,0.0,0.0,140000063.0,Dong Hyun,Ma,6.8,64.0,3.0,0.0,7.9,7.9,10.3
140000064,Devonte,Smith,King Kage,Lightweight,1993-07-30T00:00:00,69.0,160.0,76.0,11.0,2.0,0.0,0.0,15.0,5.0,2.0,0.0,0.0,0.0,0.0,140000064.0,Devonte,Smith,13.4,85.0,1.8,1.8,23.7,23.7,0.0
140000065,Sam,Alvey,Smile'N,Light Heavyweight,1986-05-06T00:00:00,74.0,185.0,75.5,33.0,15.0,1.0,1.0,29.0,7.0,7.0,5.0,5.0,2.0,0.0,140000065.0,Sam,Alvey,7.6,77.7,0.2,0.2,15.4,15.4,12.4
140000071,Lando,Vannata,Groovy,Lightweight,1992-03-14T00:00:00,69.0,146.0,71.0,12.0,5.0,2.0,0.0,10.0,0.0,12.0,2.0,0.0,0.0,0.0,140000071.0,Lando,Vannata,11.1,73.3,2.7,0.8,12.5,12.5,16.3
140000072,Marcos,Mariano,Dhalsim,Lightweight,1986-09-30T00:00:00,73.0,155.0,76.0,6.0,6.0,0.0,0.0,5.0,2.0,2.0,7.0,0.0,0.0,0.0,140000072.0,Marcos,Mariano,0.6,42.9,0.0,0.0,0.0,0.0,0.0
140000073,Anderson,Silva,The Spider,Middleweight,1975-04-14T00:00:00,74.0,185.0,77.0,34.0,11.0,0.0,1.0,34.0,10.0,10.0,5.0,17.0,5.0,0.0,140000073.0,Anderson,Silva,7.3,95.0,1.2,1.9,63.8,63.8,26.9
140000074,Israel,Adesanya,The Last Stylebender,Middleweight,1989-07-22T00:00:00,76.0,185.0,80.0,21.0,1.0,0.0,0.0,23.0,0.0,0.0,0.0,12.0,2.0,0.0,140000074.0,Israel,Adesanya,9.4,82.1,0.0,0.6,28.1,28.1,42.1
140000077,Renan,Barao,The Baron,Featherweight,1987-01-31T00:00:00,66.0,145.0,70.0,34.0,9.0,0.0,1.0,12.0,7.0,23.0,0.0,10.0,5.0,0.0,140000077.0,Renan,Barao,9.0,67.7,3.6,1.3,10.8,10.8,14.0
140000078,Luke,Sanders,Cool Hand,Bantamweight,1985-12-12T00:00:00,66.0,145.0,67.0,13.0,5.0,0.0,0.0,11.0,2.0,5.0,7.0,5.0,0.0,0.0,140000078.0,Luke,Sanders,10.2,86.9,1.7,0.6,17.2,17.2,13.3
140000079,Nik,Lentz,The Carny,Featherweight,1984-08-13T00:00:00,68.0,150.0,68.0,30.0,12.0,2.0,1.0,17.0,7.0,12.0,5.0,0.0,0.0,0.0,140000079.0,Nik,Lentz,8.2,92.9,7.9,3.0,10.3,10.3,30.9
140000080,Scott,Holtzman,Hot Sauce,Lightweight,1983-09-30T00:00:00,69.0,155.0,69.0,14.0,5.0,0.0,0.0,12.0,5.0,5.0,0.0,5.0,0.0,0.0,140000080.0,Scott,Holtzman,10.3,91.1,4.9,0.5,12.5,12.5,32.5
140000083,Manny,Bermudez,The Bermudez Triangle,Bantamweight,1994-07-16T00:00:00,70.0,145.0,71.5,14.0,2.0,0.0,0.0,2.0,0.0,17.0,2.0,0.0,0.0,0.0,140000083.0,Manny,Bermudez,7.0,108.6,7.3,7.3,0.0,0.0,0.0
140000084,Benito,Lopez,Golden Boy,Bantamweight,1994-04-06T00:00:00,70.0,135.0,73.0,10.0,1.0,0.0,0.0,7.0,0.0,5.0,2.0,0.0,0.0,0.0,140000084.0,Benito,Lopez,10.7,68.3,0.0,0.7,0.0,0.0,28.1
140000085,Jimmie,Rivera,El Terror,Featherweight,1989-06-29T00:00:00,64.0,135.0,68.5,23.0,5.0,0.0,0.0,10.0,2.0,5.0,0.0,5.0,0.0,0.0,140000085.0,Jimmie,Rivera,9.6,67.3,2.1,0.3,8.5,8.5,33.1
140000086,Aljamain,Sterling,Funk Master,Bantamweight,1989-07-31T00:00:00,67.0,134.0,71.0,20.0,3.0,0.0,0.0,5.0,2.0,12.0,0.0,5.0,0.0,0.0,140000086.0,Aljamain,Sterling,11.5,90.2,4.2,2.1,10.4,10.4,40.3
140000087,Myles,Jury,Fury,Featherweight,1988-10-31T00:00:00,70.0,155.0,73.0,19.0,6.0,0.0,0.0,12.0,2.0,12.0,5.0,0.0,0.0,0.0,140000087.0,Myles,Jury,7.0,75.0,5.1,0.6,22.1,22.1,29.4
140000088,Andre,Fili,Touchy,Featherweight,1990-06-25T00:00:00,71.0,145.0,74.0,21.0,8.0,0.0,1.0,14.0,5.0,7.0,5.0,0.0,0.0,0.0,140000088.0,Andre,Fili,9.1,63.8,6.0,0.4,15.4,15.4,30.9
140000089,Vicente,Luque,The Silent Assassin,Welterweight,1991-11-27T00:00:00,71.0,170.0,75.5,21.0,7.0,1.0,0.0,17.0,0.0,12.0,5.0,0.0,0.0,0.0,140000089.0,Vicente,Luque,13.5,87.9,1.5,2.3,37.3,37.3,8.2
140000090,Bryan,Barberena,Bam Bam,Welterweight,1989-05-03T00:00:00,72.0,170.0,72.5,15.0,8.0,0.0,0.0,15.0,5.0,5.0,2.0,0.0,0.0,0.0,140000090.0,Bryan,Barberena,12.5,93.7,0.5,1.0,20.1,20.1,13.4
140000091,Alex,Caceres,Bruce Leeroy,Featherweight,1988-06-20T00:00:00,70.0,145.0,73.0,18.0,12.0,0.0,1.0,7.0,2.0,14.0,11.0,0.0,0.0,0.0,140000091.0,Alex,Caceres,9.8,84.4,1.4,1.9,0.0,0.0,44.8
140000095,James,Vick,The Texecutioner,Welterweight,1987-02-23T00:00:00,75.0,170.0,76.0,13.0,6.0,0.0,0.0,7.0,12.0,12.0,0.0,0.0,0.0,0.0,140000095.0,James,Vick,9.8,67.6,0.6,1.6,17.2,17.2,34.3
140000096,Paul,Felder,The Irish Dragon,Lightweight,1984-04-25T00:00:00,71.0,156.0,70.0,17.0,6.0,0.0,0.0,15.0,2.0,2.0,0.0,0.0,0.0,0.0,140000096.0,Paul,Felder,8.8,76.4,0.7,0.5,26.9,26.9,26.9
140000098,Francis,Ngannou,The Predator,Heavyweight,1986-09-05T00:00:00,76.0,263.0,83.0,16.0,3.0,0.0,0.0,19.0,0.0,10.0,0.0,2.0,2.0,0.0,140000098.0,Francis,Ngannou,6.1,71.1,0.5,1.0,73.1,73.1,0.0
140000100,Joel,Alvarez,El Fenomeno,Lightweight,1994-03-02T00:00:00,75.0,155.0,77.0,18.0,2.0,0.0,0.0,5.0,2.0,25.0,0.0,0.0,0.0,0.0,140000100.0,Joel,Alvarez,6.8,81.5,0.0,3.9,11.9,11.9,0.0
140000101,Rustam,Khabilov,Tiger,Welterweight,1986-11-04T00:00:00,68.0,155.0,73.0,24.0,4.0,0.0,0.0,10.0,0.0,12.0,2.0,0.0,0.0,0.0,140000101.0,Rustam,Khabilov,4.7,71.0,9.4,0.2,8.5,8.5,44.1
140000103,Michel,Prazeres,Tractor,Welterweight,1981-07-25T00:00:00,66.0,170.0,67.5,26.0,4.0,0.0,0.0,2.0,0.0,17.0,2.0,0.0,0.0,0.0,140000103.0,Michel,Prazeres,5.7,86.6,9.4,1.5,0.0,0.0,36.0
140000104,Ismail,Naurdiev,The Austrian Wonderboy,Welterweight,1996-08-18T00:00:00,70.0,170.0,74.0,19.0,4.0,0.0,0.0,17.0,0.0,12.0,2.0,0.0,0.0,0.0,140000104.0,Ismail,Naurdiev,7.6,81.7,3.0,0.6,0.0,0.0,13.4
140000105,Damir,Hadzovic,The Bosnian Bomber,Lightweight,1986-08-08T00:00:00,69.0,155.0,70.0,14.0,6.0,0.0,0.0,11.0,2.0,7.0,2.0,0.0,0.0,0.0,140000105.0,Damir,Hadzovic,9.3,81.6,2.2,0.4,15.4,15.4,15.4
140000106,Polo,Reyes,El Toro,Lightweight,1984-11-07T00:00:00,71.0,145.0,71.0,8.0,8.0,0.0,0.0,14.0,14.0,2.0,5.0,0.0,0.0,0.0,140000106.0,Polo,Reyes,14.3,57.6,0.0,0.0,29.0,29.0,14.9
140000110,Daniel,Teymur,Kid Dynamite,Featherweight,1988-02-03T00:00:00,65.0,145.0,69.0,7.0,4.0,0.0,0.0,7.0,2.0,7.0,5.0,0.0,0.0,0.0,140000110.0,Daniel,Teymur,7.3,72.2,1.3,0.7,0.0,0.0,14.0
140000111,Carlo,Pedersoli,Semento,Welterweight,1993-06-08T00:00:00,71.0,170.0,75.0,11.0,3.0,0.0,0.0,7.0,5.0,10.0,0.0,0.0,0.0,0.0,140000111.0,Carlo,Pedersoli,9.9,58.2,6.9,0.0,0.0,0.0,11.0
140000112,Dwight,Grant,The Body Snatcher,Welterweight,1984-09-14T00:00:00,73.0,170.0,76.0,11.0,3.0,0.0,0.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,140000112.0,Dwight,Grant,8.0,57.8,1.2,0.0,22.1,22.1,22.1
140000114,Klidson,Abreu,White Bear,Light Heavyweight,1992-12-24T00:00:00,74.0,258.0,75.0,15.0,5.0,0.0,1.0,10.0,7.0,15.0,0.0,0.0,0.0,0.0,140000114.0,Klidson,Abreu,4.9,62.8,1.5,0.0,0.0,0.0,11.9
140000115,John,Dodson,The Magician,Bantamweight,1984-09-26T00:00:00,63.0,135.0,66.0,22.0,12.0,0.0,0.0,17.0,0.0,5.0,0.0,2.0,5.0,0.0,140000115.0,John,Dodson,7.6,68.3,1.7,0.0,22.7,22.7,18.2
140000116,Petr,Yan,No Mercy,Bantamweight,1993-02-11T00:00:00,67.0,135.0,67.0,15.0,2.0,0.0,0.0,11.0,0.0,2.0,0.0,2.0,2.0,0.0,140000116.0,Petr,Yan,14.3,87.6,5.1,0.3,36.3,36.3,27.3
140000120,Michal,Oleksiejczuk,Lord,Light Heavyweight,1995-02-22T00:00:00,72.0,206.0,74.0,15.0,4.0,0.0,1.0,15.0,2.0,2.0,7.0,0.0,0.0,0.0,140000120.0,Michal,Oleksiejczuk,10.6,91.2,1.6,0.0,15.4,15.4,11.9
140000121,Stefan,Struve,Skyscraper,Heavyweight,1988-02-18T00:00:00,83.0,265.0,84.5,33.0,13.0,0.0,0.0,12.0,14.0,28.0,2.0,0.0,0.0,0.0,140000121.0,Stefan,Struve,7.4,73.3,1.3,4.0,16.8,16.8,10.4
140000122,Marcos Rogerio,de Lima,Pezao,Heavyweight,1985-06-25T00:00:00,73.0,264.0,75.0,18.0,7.0,1.0,0.0,19.0,2.0,7.0,12.0,0.0,0.0,0.0,140000122.0,Marcos Rogerio,de Lima,7.7,103.8,2.7,1.4,22.9,22.9,11.4
140000124,Thiago,Santos,Marreta,Light Heavyweight,1984-01-07T00:00:00,74.0,206.0,76.0,21.0,9.0,0.0,0.0,23.0,7.0,2.0,7.0,0.0,2.0,0.0,140000124.0,Thiago,Santos,10.2,82.9,1.7,0.2,56.6,56.6,10.3
140000129,Charles,Byrd,Kid Dynamite,Middleweight,1983-10-11T00:00:00,70.0,185.0,73.0,10.0,7.0,0.0,0.0,7.0,7.0,12.0,5.0,0.0,0.0,0.0,140000129.0,Charles,Byrd,8.2,86.0,6.0,3.6,0.0,0.0,0.0
140000130,Edmen,Shahbazyan,The Golden Boy,Middleweight,1997-11-20T00:00:00,74.0,185.0,74.0,11.0,2.0,0.0,0.0,14.0,2.0,2.0,0.0,0.0,0.0,0.0,140000130.0,Edmen,Shahbazyan,8.2,78.1,7.1,1.6,35.6,35.6,11.9
140000131,Diego,Sanchez,Nightmare,Welterweight,1981-12-31T00:00:00,70.0,170.0,72.0,31.0,13.0,0.0,0.0,15.0,10.0,14.0,0.0,2.0,2.0,0.0,140000131.0,Diego,Sanchez,6.4,69.5,3.6,2.0,21.1,21.1,45.6
140000133,Alejandro,Perez,Turbo,Bantamweight,1989-09-02T00:00:00,66.0,135.0,67.0,22.0,8.0,1.0,0.0,15.0,5.0,12.0,7.0,2.0,0.0,0.0,140000133.0,Alejandro,Perez,8.4,65.8,1.2,0.3,14.9,14.9,19.9
140000134,Cody,Stamann,The Spartan,Bantamweight,1989-11-09T00:00:00,66.0,135.0,64.0,19.0,4.0,1.0,0.0,14.0,0.0,5.0,2.0,0.0,0.0,0.0,140000134.0,Cody,Stamann,9.6,85.4,6.7,0.0,0.0,0.0,32.2
140000136,Jeremy,Stephens,Lil' Heathen,Featherweight,1986-05-25T00:00:00,69.0,156.0,71.0,28.0,19.0,0.0,1.0,29.0,7.0,5.0,10.0,0.0,0.0,0.0,140000136.0,Jeremy,Stephens,7.6,74.7,2.8,0.9,22.5,22.5,22.5
140000138,Pedro,Munhoz,The Young Punisher,Bantamweight,1986-09-07T00:00:00,66.0,135.0,65.0,19.0,6.0,0.0,1.0,12.0,0.0,12.0,0.0,5.0,0.0,0.0,140000138.0,Pedro,Munhoz,13.2,70.3,1.5,1.7,17.8,17.8,17.8
140000139,Cody,Garbrandt,No Love,Bantamweight,1991-07-07T00:00:00,68.0,136.0,65.0,12.0,4.0,0.0,0.0,15.0,7.0,0.0,0.0,2.0,5.0,0.0,140000139.0,Cody,Garbrandt,7.6,61.8,2.5,0.0,48.2,48.2,19.3
140000142,Robbie,Lawler,Ruthless,Welterweight,1982-03-20T00:00:00,71.0,171.0,74.0,28.0,15.0,0.0,0.0,31.0,5.0,2.0,14.0,10.0,10.0,0.0,140000142.0,Robbie,Lawler,8.3,78.4,1.6,0.0,42.1,42.1,24.6
140000143,Ben,Askren,Funky,Welterweight,1984-07-18T00:00:00,71.0,170.0,73.0,19.0,2.0,0.0,1.0,14.0,2.0,14.0,2.0,15.0,0.0,2.0,140000143.0,Ben,Askren,8.7,76.0,10.3,2.1,0.0,0.0,0.0
140000144,Tyron,Woodley,The Chosen One,Welterweight,1982-04-07T00:00:00,69.0,171.0,74.0,19.0,7.0,1.0,0.0,11.0,5.0,12.0,2.0,10.0,5.0,2.0,140000144.0,Tyron,Woodley,5.6,94.8,2.5,0.9,34.3,34.3,40.0
140000145,Kamaru,Usman,Nigerian Nightmare,Welterweight,1987-05-11T00:00:00,72.0,170.0,76.0,19.0,1.0,0.0,0.0,14.0,0.0,2.0,2.0,14.0,0.0,0.0,140000145.0,Kamaru,Usman,11.0,102.7,7.8,0.3,30.9,30.9,69.5
140000146,Jon,Jones,Bones,Light Heavyweight,1987-07-19T00:00:00,76.0,205.0,84.5,26.0,1.0,0.0,1.0,15.0,0.0,14.0,0.0,22.0,0.0,2.0,140000146.0,Jon,Jones,10.3,89.4,4.4,1.0,27.6,27.6,55.1
140000147,Anthony,Smith,Lionheart,Light Heavyweight,1988-07-26T00:00:00,76.0,206.0,76.0,35.0,16.0,0.0,0.0,29.0,14.0,20.0,10.0,5.0,2.0,0.0,140000147.0,Anthony,Smith,7.2,78.2,1.1,1.7,18.2,18.2,4.7
140000148,Alex,White,The Spartan,Lightweight,1988-10-22T00:00:00,72.0,155.0,71.0,13.0,6.0,0.0,0.0,12.0,2.0,12.0,2.0,0.0,0.0,0.0,140000148.0,Alex,White,9.0,64.9,2.2,1.2,16.3,16.3,16.3
140000149,Dan,Moret,The Hitman,Lightweight,1986-11-21T00:00:00,72.0,155.0,73.0,14.0,6.0,0.0,0.0,2.0,5.0,12.0,0.0,0.0,2.0,0.0,140000149.0,Dan,Moret,6.4,67.7,3.0,1.0,0.0,0.0,0.0
140000150,Alex,Morono,The Great White,Welterweight,1990-08-16T00:00:00,71.0,170.0,72.0,19.0,7.0,0.0,1.0,14.0,5.0,14.0,0.0,2.0,0.0,0.0,140000150.0,Alex,Morono,12.0,72.5,1.0,1.0,11.4,11.4,28.6
